"ID","Species","G","C"
"QC4977020.2","B",19.7027017503965,16.421704527562
"QQ3334390.2","A",27.0785857512,25.9659890631588
"GN7620300.2","B",27.8483715716068,26.6627087537288
"CC4275250.4","B",25.8033032464011,24.2193555819841
"CG8069420.3","A",24.3630053607023,23.9144413933851
"NH1120460.1","A",24.9163994969649,23.1649649047031
"HC4814460.4","B",20.1392856616469,18.3844306948144
"NQ3664800.2","C",19.7664887233673,18.5926569701918
"NQ2973680.1","C",23.5070791883012,22.0944144192869
"HG8516840.3","B",26.9907993983384,26.0794571479714
"GH3580260.3","C",30.8655167454868,28.4527324792648
"CN2429770.3","C",27.4501386716809,25.0912130141699
"GH2211290.4","C",24.0469848015795,23.2452311599253
"QH3477070.2","A",20.7184921577909,20.5120537364317
"GQ9168830.3","B",15.0557855878096,14.8035507591448
"CG2276590.4","C",26.0593076562853,25.1548300099188
"CQ7230980.4","A",31.0365993010299,29.5065049073511
"CC8416560.2","A",31.5716857819118,28.1747846540233
"NN5273140.4","B",30.7617738449606,28.7273390202401
"NQ4254290.2","C",26.2579335018609,24.6743925729594
"QG6639590.4","A",30.3864518606464,28.5178594393059
"GQ4867000.1","A",28.6838107436067,28.2667598014993
"NN2221000.1","C",23.7281323395342,22.3954273704517
"CG2749540.4","C",26.5865362381376,25.8009464516906
"HN7166900.2","C",23.1796449194285,22.7527883068086
"QG8646240.3","B",24.8141887341842,23.9888558258604
"GN9228920.1","B",23.6146833038293,21.2543620746075
"CH2338840.2","A",32.1534660439215,30.5370397238038
"GH1068460.4","A",27.932954107445,24.750238346702
"CN8479810.1","B",19.9493617251415,19.1193032986238
"GC3336170.2","C",30.5403672921092,29.0224529439299
"GH2795120.3","B",20.4046906208638,21.0653005836796
"CG4753640.3","C",28.6931313986762,27.5760157996654
"QQ1722940.3","B",25.5745816702691,23.550952496409
"GC8666490.4","A",24.6798188537705,23.8827460156171
"NQ4663950.4","B",29.3132869470878,28.0219733296807
"NN5995240.4","B",25.7981415415295,23.8115399457598
"GN3676600.4","A",30.9136931068848,30.9180816570992
"CH7989690.2","A",20.7335696423115,20.6591508414192
"CQ4921850.1","A",30.3519844813823,28.9759545652025
"CC6273130.4","C",27.6095627874903,26.160282046978
"HH7743010.2","A",28.9149011549433,27.9898479758427
"QN2998920.3","C",25.9081640948712,23.6162844200772
"CN2711650.4","A",23.7572025784594,24.7578898403841
"NG3921430.3","A",22.0228152480498,22.2132834689695
"QH1839860.1","B",21.9192180149234,21.3648125614797
"NQ6814640.1","A",33.0816439579026,30.1236985378349
"HH8335900.3","C",25.7234421364443,25.8578233710997
"NC7593760.1","C",25.0179026960519,24.5910599778337
"NH6619860.1","B",22.4193884189459,22.9896680918246
"HQ3526620.3","B",27.0616334184667,26.125302797007
"GH4597490.1","A",28.2206792016489,26.3084072045461
"GC4453460.4","A",23.6739539381997,21.2810289358171
"GC6457490.1","C",22.4172544179822,19.8287466944657
"CH1525770.3","C",22.7344222834208,23.3084878316384
"CQ1055890.1","A",30.6686002777994,29.2157236406115
"QN6792150.1","A",26.6295055724059,26.7707425581445
"NN9105250.4","B",27.0947491761549,27.4713998335972
"HQ7358780.3","B",31.1616343931527,29.9408505498436
"NG4101510.3","A",24.3598880900606,23.1035141635911
"GH4489370.1","C",20.8601032342865,20.388325798026
"QQ2327940.2","B",31.9877073120273,29.8416053637187
"HQ5243240.2","A",26.7311770117237,25.3472175617648
"GC9729360.2","B",20.7709062941321,18.262612932823
"QQ7451310.3","A",19.0529424521642,18.5982284925461
"QC9037020.3","B",25.4796126932161,24.7387222165667
"HQ3610610.3","A",29.3579584882227,29.1325214211367
"GG4936560.2","A",29.8778051710122,29.6469167303265
"GG7000430.3","C",24.7100817074684,22.7333646770964
"CQ7940330.1","A",25.99836472148,23.9015958655607
"HQ5530910.3","A",19.3057776271292,18.3662015124781
"NQ7044550.3","C",17.5517621769358,15.6461567916421
"HG5850300.4","B",27.6902762900733,25.7544169327443
"QC1547850.2","B",26.3910795000568,27.2851076738675
"QH9585550.1","B",26.9467357363455,24.8326524838487
"HC3870120.2","B",22.9511311242215,21.3901363996075
"CC2765050.2","A",18.783107502997,19.8923629355575
"CH2001570.2","A",23.4469828100488,21.7237026780728
"QN4548240.2","C",26.9661751455239,26.5486241022758
"NG4102520.2","C",28.6231336014962,26.807871702826
"QH1589720.1","A",28.4074693570018,26.3050527973579
"CC4971540.1","C",20.6559892892282,20.7342107982064
"QN9180080.1","C",23.146555036366,21.9520682095523
"NG9149980.2","C",28.325060590295,28.1228228160747
"GC3544330.2","A",26.0210488939228,23.3511140970691
"NN6501430.3","C",28.3628093405592,26.4092200943516
"NC4884520.1","C",26.1998270689982,25.3207972725794
"GG9458290.3","A",29.3908125598251,26.848359975342
"CN6985120.4","A",22.8181326156492,22.2695121675739
"QN2912520.4","B",26.9268377126252,25.5373148618502
"GQ3403410.2","C",16.4909883102642,14.3372177557864
"NC4377340.3","B",24.0469809088943,23.2987664725883
"CG4323670.3","B",32.0612036844043,29.5379914679849
"HQ6312840.3","B",29.4459417313052,28.8441943958327
"CC5352330.1","B",24.6943745511987,22.7305047494381
"QG2773900.2","C",22.5692286594579,21.6932240342315
"HQ4283450.1","C",26.0220776398231,23.4630487550408
"QG6998210.3","B",24.1167319704694,21.9602381747173
"GH7506260.4","B",23.4873844643859,21.9688482134223
"GQ7552780.2","C",24.386883144489,23.3446239606455
"QG4784390.2","C",27.6035797052133,25.7751023834276
"QC7217130.2","C",29.0682113943045,29.7252733985892
"GN3075390.2","C",22.3069717398888,21.2703773856372
"QC3075570.1","A",24.2718918580959,23.4380571826803
"CG8550220.1","A",27.0967192686456,28.2584316645854
"NH5395580.4","B",26.8146565369424,25.7676770534414
"GG8436690.2","A",25.1534227964022,24.0978675606827
"HG8296820.4","B",24.1508980019967,23.430295046873
"NC3922360.4","A",17.035221407427,15.9254185824604
"HC4862530.4","C",24.9327973305012,23.8606806316596
"CC8931270.4","B",31.7807506584543,29.9771293182778
"CQ4487260.4","A",25.2609694634917,25.3171592180141
"HH1264100.1","B",21.6046086135864,20.1598423213014
"CH6724110.1","C",22.1323275281948,20.8995211196636
"CN6944870.4","A",20.6083429535974,18.2847773059075
"NQ5209480.4","A",23.0341854529194,23.3818713921229
"CC4752410.2","A",25.5761577058314,26.1010918736019
"GH1382120.1","C",26.0512192696365,23.4481494774063
"CG5141600.1","B",20.6671913658033,17.7940076135746
"CG9796310.4","B",24.7520474953823,23.3534467896865
"NH9224610.1","C",20.6187794998158,19.034689379895
"HQ2055980.4","C",25.0595530345326,22.8577951600152
"NC1520480.2","A",21.624826133344,20.2612718077683
"HN9461480.3","B",22.4331541357296,21.697023687084
"NN3184740.4","B",17.9527024120178,16.4749030944106
"HN8305170.2","B",25.669121466121,23.8080675170214
"HQ7329670.1","C",25.3789275499314,23.5361112776173
"CN5238340.4","C",27.9542406660901,27.7271390824763
"QG7536630.4","C",23.0488851052574,23.0056168909656
"HC4682640.1","B",29.156871298678,26.9781967039307
"GQ7512900.1","B",22.3386120346241,21.4693842037478
"HQ7762970.1","B",24.8364679472101,23.9259764288652
"NC4091140.1","C",24.8986833402723,24.096846101184
"CH2550840.4","C",25.0640070526708,22.0663075533743
"GH3603670.4","B",19.2914548688678,19.187830442772
"NC9212240.2","B",26.6131462494997,23.7452800848753
"CN1246350.1","A",28.3000011820104,27.4061620113078
"GN3766970.1","A",28.4014652996472,26.8085413751917
"GH5758020.2","B",18.3795887202686,17.5785190515711
"GG6184370.2","B",21.970674079317,20.5310280830494
"QQ1051040.2","B",22.5926371027672,23.3856153496588
"GQ6223280.1","A",28.0767038114043,26.326052031095
"HN8196040.3","A",25.25993240425,25.2772008149996
"CQ4049420.1","C",21.8419699686917,22.7816308980662
"GC5708580.1","B",28.4036092031923,28.1150715606607
"CN9763070.4","A",26.1289336710503,25.0528815775448
"NQ6192920.2","A",26.5568054904647,25.6198622137889
"NG2309310.3","C",23.9262011271284,22.3397837325621
"GG4029010.4","B",22.8233967261907,21.9358158736383
"CG9923230.4","A",23.8663454919414,23.8178598841112
"GC1856610.2","C",25.122323006931,23.3444849360137
"QC3508000.1","C",22.7989362607069,21.1727266711073
"HG2848250.2","A",22.9395990421981,20.2093733402197
"QH5738120.2","A",24.1435945233708,21.2264385916226
"QC2631770.2","C",24.2006173990557,23.1080811330625
"HN8082820.2","B",28.1012293866321,26.3317417018244
"NC2729130.1","A",21.4983986364876,20.9545346076103
"NG7143550.2","B",22.1605480528192,20.6957524155102
"GH1141600.3","B",18.9106901136144,16.4088904017687
"CQ6573490.4","B",22.5132323267892,21.1413900665294
"NQ8370360.3","C",28.278038839058,26.5069146849615
"CG2283120.3","B",24.334837850662,24.0942461004538
"QQ7628180.3","B",28.9907267544101,25.6779429673832
"NG9491690.4","B",26.2476603514699,24.3080006579929
"QC1425570.3","A",23.5575922441906,22.6925942822767
"HG5236850.3","A",27.6768357249632,26.346144882469
"HQ3213330.3","C",24.5163503628776,23.1009846668363
"CQ6353770.1","C",26.5308243501606,24.5900636729369
"NH4140870.4","A",20.9024285978479,19.8585107546554
"GC6024050.1","A",25.25692183432,24.4331784078945
"GH6417190.1","C",28.7517016783254,27.7706949037278
"HC9962170.1","A",22.2469384148514,21.3229096269563
"HH2242390.2","B",26.9430779454831,25.3654130335749
"HH1855390.3","C",28.1836248655988,25.9267205352238
"QH1027000.3","A",25.3323311410624,25.0609971983171
"QC8154400.2","C",23.0813507699517,21.0690607052596
"GQ9439530.2","A",28.3064453405838,25.9183949044153
"QG2694110.4","C",23.2091851224349,22.6218478936602
"NN8637930.2","C",18.4479705838667,18.3672170103189
"QC7318280.2","C",21.9491594270994,22.0670854164741
"NG4956680.2","A",23.828465452612,22.3521397553394
"QC2531220.1","B",23.7099229868176,22.8467792002471
"GH6341010.1","A",15.4625615704693,14.2353834952299
"CH1109770.3","C",20.6122558835939,18.1818739696142
"GQ9071740.3","C",27.8488873712942,27.1100794538257
"HH4775250.4","A",28.1973248455216,24.6499639306744
"HQ2035190.1","C",27.0363307226644,26.5477815627543
"HG2652960.4","C",24.5460730836605,23.720767296546
"QN7768410.2","B",32.9822969188987,30.8031690324776
"QN2044230.2","C",26.514673680492,25.1723417208024
"NH4454370.1","C",25.0943235248531,22.7171073526462
"NH6104310.3","C",23.3884170235742,22.1727902264394
"NH7417510.4","C",26.4052774048683,24.1252747797105
"HG4945920.1","A",21.0500725551244,18.8870715328967
"QC8980140.2","A",26.2258722448229,23.895677803864
"NN6975560.1","A",29.5346833898344,30.4864440195654
"NQ2222040.2","B",31.3325997798805,28.8056492109612
"QQ1943740.2","A",22.3624894026696,21.6965324002541
"NH6119980.2","B",26.6994693215374,26.1824981617588
"HH7288660.4","B",28.148605906563,26.6826537441608
"QH1820910.4","A",26.810603484887,25.3440968565411
"HN7120250.4","A",27.9210499530819,26.9708082835273
"CC8711900.3","B",22.3203255929744,20.521030201893
"CN7495980.2","A",30.3848434793277,30.7794450014554
"HG6318300.3","C",28.6651126830242,26.6578637094861
"CG7000960.4","A",25.1688651964105,23.8420801778362
"HC6310760.3","A",22.082091047253,21.472411436235
"QH5526080.4","C",19.3630666867485,18.0442336817346
"GC1774630.1","B",26.5770218527051,25.0331862774839
"CQ4044700.2","B",26.6026266890327,25.7087979982436
"NN6926310.3","C",17.7756749154845,18.6883224793354
"CC3021900.1","A",26.1570111146858,24.8176502764247
"HH8725010.1","B",23.6628517738751,22.0025605409034
"GN3694160.3","B",26.8951600512595,24.1270355656323
"GC8575920.4","C",17.7765698518213,17.7231184146287
"NQ8350640.4","B",20.2183698464261,18.5039442090769
"QH9330070.2","B",19.6814245217202,19.573531511928
"CH6449700.4","B",28.6195952363718,27.6036967057056
"QN1518040.4","B",21.4498230647059,19.3604648374911
"QN8809550.1","C",25.3316059531961,23.758946765272
"QG1126780.3","B",18.8089055274288,17.8916996032804
"NC6368880.3","B",18.4199683598032,18.5663389359268
"GH4855330.1","A",20.6700095078191,19.4856093682648
"GH7810940.4","C",31.1598665884079,28.6122105457559
"HG5471800.2","C",30.6283360798229,31.9115776377468
"HQ8600560.3","C",25.9235058813125,24.2547382529165
"QN6467430.2","C",28.5372442016461,27.7230842228762
"GN9849830.4","C",34.3912318818881,33.9002120553695
"QG5915490.3","A",20.6811672017167,18.3317481943485
"QQ5245610.1","C",19.5838546515396,17.5104867435122
"NH4644970.2","A",20.1831479242992,19.4907376697915
"NN3262160.4","B",22.7087581888025,22.2474442835372
"HH6375320.3","A",22.8912175796607,22.949521706772
"GG1732110.1","B",24.7597567079219,23.3513850975389
"HN4046590.2","C",25.9864716372669,24.7988806899259
"QQ2461460.3","B",20.8944905003262,19.8523484459327
"GG7672630.4","B",21.9329953301106,18.9275401051704
"GC3031750.1","A",19.1916940191621,17.308634252093
"QH5683250.1","B",25.1994135196444,24.2652171995022
"GG3175500.2","C",31.4719566077061,29.2066551324616
"CH9732910.2","A",29.8600270627107,28.4955913821252
"QG5151990.3","B",22.7859547960328,22.9381653418154
"HC6180000.1","A",20.8508289146409,21.801475768898
"NQ2763950.4","B",25.7959161582952,24.9355980128353
"GG8943270.2","C",21.0719898919976,20.2149778524552
"QN6871810.2","A",24.9771171336191,24.402578891794
"HQ2545870.4","C",31.2925014845097,30.6304622956867
"GN1779800.4","A",19.497407173536,18.4304365283462
"HG3232670.4","A",28.0340056457448,28.9480210303728
"HQ2610520.3","C",23.8902045718128,21.8440581175245
"NC7260620.2","B",26.872025833333,24.515412059338
"NQ1782470.1","B",26.3574224869696,24.697586558151
"CQ4939760.3","B",27.6207266934216,25.7260648649248
"HH7411230.3","B",21.8602420680727,21.5676299072603
"NH6889930.1","C",25.8392645899287,24.4350517152645
"QN1771520.2","B",26.3843994242342,23.2824686154149
"NQ9110130.1","B",17.1186731766267,16.303604900423
"NH8689700.1","B",13.5763622365581,13.9749636697177
"NQ9342270.3","C",27.2636928891469,25.6447032816501
"NH4164900.4","A",23.5929961572814,22.0733349196944
"GG6723040.3","B",21.7180015548553,21.9714493765361
"QH7137500.2","B",20.2266635189704,19.7169322880896
"HC8558930.4","B",18.01573601147,17.8019917434413
"GC6584550.4","B",21.5225090720155,20.4156546739316
"QC4992120.1","B",23.1385443515881,23.1519488330024
"CQ4262420.4","A",34.1428098395133,33.3467703502687
"NH7524630.1","C",27.4802441491704,26.1585549402571
"HC6381120.2","A",28.5127731402125,27.7960437347844
"NH1199050.3","A",21.5704722395137,18.5928427524206
"GC5168230.1","A",32.6651744679999,30.2576927184523
"QN4923150.3","C",19.9708988423349,20.1506904987026
"NG1760300.3","A",19.5886263333931,19.3058067704136
"QH8400560.3","B",32.4140428022489,29.8536295780336
"QH4246370.3","B",23.5285567408049,21.6822233603399
"NQ3102080.4","B",23.2668083563947,22.3104235733955
"NH2086860.2","C",26.3107549903677,25.1365367808731
"GC2991180.3","A",30.5479513260095,28.5748477672068
"QH3102350.3","A",29.4600668053103,28.1503005636007
"GH1592450.4","B",23.4605830512603,23.7376264465217
"CN5649640.4","B",26.5489677001702,24.3373531071916
"QN3613520.3","B",29.6145775788749,28.3764050764977
"NN2610430.4","A",23.4933676419961,22.2198204372628
"CC2831410.1","A",24.9679265626929,24.5805585833294
"HN4802670.2","C",30.4742977291027,28.2866870501855
"GC2641580.2","A",17.6681966001351,15.0142296639563
"NG3072390.2","B",28.1141686602272,24.9384059075679
"HQ1266060.1","B",20.1051117774744,19.970565811632
"HG9245510.3","B",28.6153110121891,29.494966110699
"GQ4878940.1","B",26.6018298115831,24.3836745242958
"QN1740750.4","A",28.7818854414382,27.2323676473522
"NG7678710.2","B",27.4013333712415,26.7050861469132
"NC9983740.3","B",18.5647721983533,18.9722050261401
"GG9244060.3","A",24.8489827047493,22.9213203095644
"HQ1113950.1","A",22.5009213023009,20.3169311262043
"HQ9416630.3","C",21.1983445958435,20.2519603457547
"HN9994000.3","A",23.6997010858495,20.1301603933329
"QQ5313740.3","B",19.9974713270113,19.0375542627919
"HH4334080.1","A",27.2268843010073,27.4218524002343
"NG5827770.3","A",23.1012556104274,21.6938295301247
"HN7440210.1","B",23.0693661822929,22.9247776842069
"HG9220490.1","B",28.3258824976856,26.3688940608002
"QH2485510.1","A",24.1805811025079,23.4461974165826
"GN2950270.1","C",22.2870984642274,21.0303372608717
"CC9572090.2","A",28.794818413369,27.7700439672291
"GG8359050.2","C",19.7551522900138,19.0037093568085
"HC8999510.4","C",12.3669035963779,11.5360843530563
"HH9002010.1","A",23.0513404130842,21.4817784700045
"QN5652070.1","B",17.9058523886148,17.4051627321488
"CN3043070.1","B",26.1499006140063,23.7371614683955
"HQ7659510.2","B",18.1080923672039,17.420320587502
"CC1850630.4","A",22.323571406898,21.9451661186592
"HG6565360.2","A",24.4134820285891,22.3300805129781
"CQ3827840.1","B",28.6115973385647,29.7005322404212
"GH8126900.3","B",26.0521316348681,24.5649773934156
"GH7662980.1","B",21.6386435524141,20.1759284006757
"QG5646800.1","A",28.3550045846387,28.801414535691
"QH7821380.3","B",25.7626394294238,24.3402283783858
"CH6313280.3","B",28.6206869571359,27.3223370451811
"GN6206460.2","B",22.4994793284116,21.6315013808672
"HC7743870.1","B",24.2015431423375,22.3409132447881
"CQ6498130.1","A",28.866821429944,26.9200682997193
"NQ5165530.1","C",21.6265831967739,19.1101936056419
"GC8990410.3","A",33.1026998127258,30.9897799509756
"NQ2357590.1","A",16.6046413080854,16.7840157098786
"CQ6734330.2","B",27.2381657865047,25.9540048536766
"CN4685450.3","C",30.9045252826368,28.7582666333538
"HH9437390.3","C",21.808796906029,19.9713515845548
"CN2008720.1","B",26.6203721846893,24.0293872672396
"QQ7733460.3","A",31.9537909023848,29.2767230141578
"CN6098420.3","A",24.2221812933713,21.8108002774059
"GH9074590.1","A",17.7265402143137,15.9200078770119
"NC9392030.1","C",34.4342035955204,33.2148952866363
"HC7129440.2","C",23.9826120355213,22.9601950999821
"GG6729710.4","C",26.5452522466305,25.6369602397332
